48 91
37 112
11 90
56 97
23 143
21 119
13 93
16 142
7 84
12 160
10 201
53 106
59 172
9 85
240 144
26 190
10 137
10 189
11 175
106 111
9 130
8 119
26 139
86 105
9 177
172 110
69 124
169 61
172 105
11 90
56 97
24 120
25 143
25 149
47 140
13 135
52 132
11 137
151 180
36 138
13 112
-1 129
11 175
6 113
28 150
-1 160
63 211
35 39
22 117
96 99
37 114
109 143
19 95
158 144
82 139
151 95
9 189
5 176
13 93
21 119
136 132
10 146
15 172
56 85
73 109
15 148
18 99
22 72
-1 161
82 130
6 81
94 220
43 102
11 139
161 122
82 157
10 222
21 118
4 137
26 141
5 154
24 76
79 160
13 100
19 114
73 68
59 172
16 142
13 107
25 65
22 62
31 231
53 106
18 134
33 93
25 116
63 123
11 124
20 73
14 164
9 153
29 110
6 110
86 275
24 123
27 129
9 72
11 71
44 85
15 193
2 102
240 144
12 160
6 163
39 140
84 101
21 133
25 125
24 148
21 173
22 124
143 135
6 159
28 105
35 81
21 50
55 133
4 55
63 118
13 102
9 182
63 106
50 112
24 223
14 129
78 123
53 106
10 189
4 145
13 120
10 130
-1 115
8 136
37 167
56 85
21 114
10 204
34 125
76 136
56 123
11 78
13 148
16 110
175 134
170 204
45 207
25 174
240 101
40 133
51 211
8 119
11 175
-1 140
11 190
28 80
4 49
70 149
8 82
39 185
54 116
15 95
15 72
240 198
7 100
240 182
39 124
4 250
86 70
240 206
73 183
60 78
37 159
13 166
12 182
25 76
169 179
-1 123
6 166
8 173
-1 93
7 115
19 127
8 179
14 224
7 115
11 220
35 62
44 52
-1 66
37 167
25 86
63 127
86 70
57 68
60 113
16 140
26 139
26 112
96 125
19 86
91 52
22 92
11 78
175 134
16 110
29 111
24 120
63 103
40 105
170 204
45 207
25 174
-1 62
240 101
8 90
37 64
51 211
40 133
25 76
2 111
-1 140
172 110
86 105
29 138
11 190
15 114
20 129
28 80
22 119
29 97
55 16
11 106
70 149
45 199
82 126
104 72
4 49
138 63
15 119
134 117
39 185
17 126
8 82
54 116
172 105
9 177
-1 194
15 95
21 133
240 198
15 72
240 182
7 100
17 82
-1 135
171 122
4 250
13 132
39 124
73 101
240 206
86 70
73 183
24 112
119 74
60 78
37 159
277 161
69 124
24 120
18 126
12 182
9 176
14 208
13 166
25 76
34 68
39 99
158 173
240 134
92 82
169 179
45 162
170 102
6 166
25 99
53 117
25 150
39 209
74 82
-1 90
6 119
25 143
25 149
28 136
-1 123
53 89
-1 93
56 97
170 119
8 173
52 101
7 115
8 179
13 202
30 57
19 127
6 143
11 194
14 86
4 154
23 148
84 62
7 115
32 92
170 135
52 132
47 140
14 224
93 80
11 220
146 139
170 92
40 71
8 124
35 62
11 200
44 52
48 113
-1 66
18 86
-1 149
240 196
37 167
13 160
55 81
25 86
63 127
11 175
108 172
106 124
57 68
37 171
22 142
109 306
9 97
60 113
86 70
146 134
32 59
25 158
53 173
63 99
45 58
146 155
15 98
10 78
